block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,direction_name
a_3111_Timetable_-_2022-03,302,1,0,A - Brooklin via Highway 407 Park and Ride,100.0.14332628113_Timetable_-_2022-03,Saturday Plus,7000__3111_Timetable_-_2022-03,Northbound
b_74010_Timetable_--_2022-04,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_--_2022-04,Sunday,7515__74010_Timetable_--_2022-04,Northbound
b_12028_Timetable_--_2022-04,112,1,1,Pickering Parkway Terminal,100.0.1378733853_Timetable_--_2022-04,Weekday,5227__12028_Timetable_--_2022-04,Southbound
a_72008_Timetable_-_2022-03,120,1,1,Pickering Station,100.0.1046828734_Timetable_-_2022-03,Sunday Minus,7462__72008_Timetable_-_2022-03,Southbound
b_62007_Timetable_--_2022-04,216,1,1,Ajax Station,100.0.1046828842_Timetable_--_2022-04,Saturday,7276__62007_Timetable_--_2022-04,Southbound
b_64011_Timetable_--_2022-04,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_--_2022-04,Saturday,7528__64011_Timetable_--_2022-04,Northbound
a_14904_Timetable_-_2022-03,901,1,1,C - Centre and King,100.0.935246436_Timetable_-_2022-03,Saturday Plus,6383__14904_Timetable_-_2022-03,Southbound
a_62901_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Sunday Plus,9081__62901_Timetable_-_2022-03,Eastbound
a_64019_Timetable_-_2022-03,902,1,0,B - Trulls Road,100.0.11522185212_Timetable_-_2022-03,Sunday Plus,9880__64019_Timetable_-_2022-03,Eastbound
b_12904_Timetable_--_2022-04,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_--_2022-04,Weekday,9064__12904_Timetable_--_2022-04,Westbound
b_74914_Timetable_--_2022-04,N1,1,1,Centennial Circle,100.0.1306700972_Timetable_--_2022-04,Sunday,9198__74914_Timetable_--_2022-04,Westbound
a_3724_Timetable_-_2022-03,302,1,1,S - Taunton,100.0.1433262816_Timetable_-_2022-03,Sunday Minus,7172__3724_Timetable_-_2022-03,Southbound
a_12016_Timetable_-_2022-03,916,1,1,C - Pickering Parkway Terminal via Terrace Drive,100.0.1046830329163_Timetable_-_2022-03,Saturday Plus,9655__12016_Timetable_-_2022-03,Westbound
a_64006_Timetable_-_2022-03,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_-_2022-03,Sunday Plus,7929__64006_Timetable_-_2022-03,Northbound
b_64014_Timetable_--_2022-04,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_--_2022-04,Saturday,7429__64014_Timetable_--_2022-04,Northbound
a_62913_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Plus,9815__62913_Timetable_-_2022-03,Westbound
a_3711_Timetable_-_2022-03,905,1,1,Whitby Station,100.0.1433264885_Timetable_-_2022-03,Sunday Minus,7368__3711_Timetable_-_2022-03,Southbound
b_64002_Timetable_--_2022-04,902,1,0,B - Trulls Road,100.0.11522185212_Timetable_--_2022-04,Saturday,9324__64002_Timetable_--_2022-04,Eastbound
b_62014_Timetable_--_2022-04,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_--_2022-04,Saturday,6306__62014_Timetable_--_2022-04,Westbound
a_64007_Timetable_-_2022-03,403,1,1,Oshawa Station,100.0.1046829271_Timetable_-_2022-03,Sunday Plus,8333__64007_Timetable_-_2022-03,Southbound
b_3138_Timetable_--_2022-04,302,1,1,S - Taunton,100.0.14332628116_Timetable_--_2022-04,Weekday,6536__3138_Timetable_--_2022-04,Southbound
a_14011_Timetable_-_2022-03,902,1,1,B - Oshawa Centre Terminal,100.0.1152218522_Timetable_-_2022-03,Saturday Plus,6421__14011_Timetable_-_2022-03,Westbound
a_12907_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Saturday Plus,9421__12907_Timetable_-_2022-03,Eastbound
b_74008_Timetable_--_2022-04,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_--_2022-04,Sunday,7593__74008_Timetable_--_2022-04,Northbound
b_72904_Timetable_--_2022-04,900,1,0,Oshawa,100.0.11903138911_Timetable_--_2022-04,Sunday,8216__72904_Timetable_--_2022-04,Eastbound
b_14022_Timetable_--_2022-04,403,1,1,Oshawa Station,100.0.1046829271_Timetable_--_2022-04,Weekday,5532__14022_Timetable_--_2022-04,Southbound
a_12906_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Saturday Plus,9414__12906_Timetable_-_2022-03,Eastbound
a_64914_Timetable_-_2022-03,N1,1,0,Harmony Terminal,100.0.1306700975_Timetable_-_2022-03,Sunday Plus,9715__64914_Timetable_-_2022-03,Eastbound
a_12019_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Saturday Plus,5654__12019_Timetable_-_2022-03,Southbound
a_74906_Timetable_-_2022-03,900,1,0,Oshawa,100.0.995817755_Timetable_-_2022-03,Sunday Minus,8701__74906_Timetable_-_2022-03,Eastbound
b_3117_Timetable_--_2022-04,302,1,0,B - Ontario Tech/Durham College North Campus,100.0.1433262818_Timetable_--_2022-04,Weekday,6475__3117_Timetable_--_2022-04,Northbound
b_14015_Timetable_--_2022-04,920,1,0,Harmony Terminal,100.0.15478202611_Timetable_--_2022-04,Weekday,9433__14015_Timetable_--_2022-04,Eastbound
a_12003_Timetable_-_2022-03,101,1,0,A - Pickering Parkway Terminal,100.0.1046828622_Timetable_-_2022-03,Saturday Plus,5365__12003_Timetable_-_2022-03,Clockwise
a_12920_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Saturday Plus,9793__12920_Timetable_-_2022-03,Eastbound
a_14009_Timetable_-_2022-03,411,1,0,Farewell & Raleigh,100.0.1393318753_Timetable_-_2022-03,Saturday Plus,6058__14009_Timetable_-_2022-03,Eastbound
a_72005_Timetable_-_2022-03,216,1,0,Taunton,100.0.1046828841_Timetable_-_2022-03,Sunday Minus,7809__72005_Timetable_-_2022-03,Northbound
b_14031_Timetable_--_2022-04,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_--_2022-04,Weekday,5971__14031_Timetable_--_2022-04,Westbound
b_72006_Timetable_--_2022-04,224,1,1,Ajax Station,100.0.1046832382_Timetable_--_2022-04,Sunday,7242__72006_Timetable_--_2022-04,Westbound
b_64010_Timetable_--_2022-04,403,1,1,Oshawa Station,100.0.1046829271_Timetable_--_2022-04,Saturday,7843__64010_Timetable_--_2022-04,Southbound
a_12011_Timetable_-_2022-03,916,1,0,Harmony Terminal,100.0.104683032916_Timetable_-_2022-03,Saturday Plus,6614__12011_Timetable_-_2022-03,Eastbound
b_14030_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Weekday,5989__14030_Timetable_--_2022-04,Eastbound
a_74003_Timetable_-_2022-03,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_-_2022-03,Sunday Minus,8343__74003_Timetable_-_2022-03,Northbound
b_14027_Timetable_--_2022-04,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_--_2022-04,Weekday,5520__14027_Timetable_--_2022-04,Northbound
b_14019_Timetable_--_2022-04,407,1,0,C - Harmony Terminal via Nonquon,100.0.1046829531_Timetable_--_2022-04,Weekday,5666__14019_Timetable_--_2022-04,Northbound
b_14901_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_--_2022-04,Weekday,5811__14901_Timetable_--_2022-04,Northbound
a_3116_Timetable_-_2022-03,392,1,1,Ontario Shores,100.0.1433266343_Timetable_-_2022-03,Saturday Plus,7202__3116_Timetable_-_2022-03,Westbound
a_62003_Timetable_-_2022-03,916,1,1,Pickering Parkway Terminal,100.0.1046830329161_Timetable_-_2022-03,Sunday Plus,9250__62003_Timetable_-_2022-03,Westbound
b_64017_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Saturday,7974__64017_Timetable_--_2022-04,Eastbound
b_74015_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Sunday,8005__74015_Timetable_--_2022-04,Eastbound
a_64019_Timetable_-_2022-03,902,1,0,B - Trulls Road,100.0.11522185212_Timetable_-_2022-03,Sunday Plus,9878__64019_Timetable_-_2022-03,Eastbound
b_64914_Timetable_--_2022-04,N1,1,0,Harmony Terminal,100.0.1306700975_Timetable_--_2022-04,Saturday,9178__64914_Timetable_--_2022-04,Eastbound
b_3722_Timetable_--_2022-04,905,1,0,A - Harmony Terminal,100.0.1433264883_Timetable_--_2022-04,Sunday,6895__3722_Timetable_--_2022-04,Northbound
a_12015_Timetable_-_2022-03,103,1,0,Pickering Parkway Terminal,100.0.1383072902_Timetable_-_2022-03,Saturday Plus,5407__12015_Timetable_-_2022-03,Eastbound
b_74005_Timetable_--_2022-04,410,1,1,Oshawa Centre Terminal,100.0.1046829822_Timetable_--_2022-04,Sunday,7466__74005_Timetable_--_2022-04,Southbound
b_74007_Timetable_--_2022-04,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_--_2022-04,Sunday,7891__74007_Timetable_--_2022-04,Northbound
a_12015_Timetable_-_2022-03,120,1,1,Pickering Station,100.0.1046828734_Timetable_-_2022-03,Saturday Plus,5593__12015_Timetable_-_2022-03,Southbound
b_62909_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Saturday,8610__62909_Timetable_--_2022-04,Westbound
a_64004_Timetable_-_2022-03,407,1,1,Farewell & Raleigh,100.0.12969876711_Timetable_-_2022-03,Sunday Plus,8148__64004_Timetable_-_2022-03,Southbound
b_14911_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,100.0.11903131612_Timetable_--_2022-04,Weekday,5848__14911_Timetable_--_2022-04,Northbound
b_72014_Timetable_--_2022-04,917,1,0,Oshawa Centre Terminal,100.0.1046831485_Timetable_--_2022-04,Sunday,6347__72014_Timetable_--_2022-04,Eastbound
b_64008_Timetable_--_2022-04,405,1,0,C - Harmony Terminal via Delpark Homes Centre,100.0.1046829423_Timetable_--_2022-04,Saturday,7574__64008_Timetable_--_2022-04,Northbound
a_62011_Timetable_-_2022-03,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_-_2022-03,Sunday Plus,6765__62011_Timetable_-_2022-03,Eastbound
a_64910_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_-_2022-03,Sunday Plus,8865__64910_Timetable_-_2022-03,Northbound
b_62011_Timetable_--_2022-04,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_--_2022-04,Saturday,6293__62011_Timetable_--_2022-04,Eastbound
b_12016_Timetable_--_2022-04,916,1,0,Harmony Terminal,100.0.104683032916_Timetable_--_2022-04,Weekday,6144__12016_Timetable_--_2022-04,Eastbound
b_14031_Timetable_--_2022-04,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_--_2022-04,Weekday,5936__14031_Timetable_--_2022-04,Westbound
b_72908_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Sunday,8692__72908_Timetable_--_2022-04,Westbound
b_74001_Timetable_--_2022-04,411,1,1,Oshawa Centre Terminal,100.0.1304096544_Timetable_--_2022-04,Sunday,8047__74001_Timetable_--_2022-04,Westbound
a_64910_Timetable_-_2022-03,901,1,1,S - Wentworth,100.0.510115508_Timetable_-_2022-03,Sunday Plus,8937__64910_Timetable_-_2022-03,Southbound
a_74006_Timetable_-_2022-03,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_-_2022-03,Sunday Minus,8339__74006_Timetable_-_2022-03,Northbound
a_64004_Timetable_-_2022-03,403,1,1,Oshawa Station,100.0.1046829271_Timetable_-_2022-03,Sunday Plus,8307__64004_Timetable_-_2022-03,Southbound
b_12913_Timetable_--_2022-04,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_--_2022-04,Weekday,6073__12913_Timetable_--_2022-04,Eastbound
b_14023_Timetable_--_2022-04,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_--_2022-04,Weekday,5665__14023_Timetable_--_2022-04,Northbound
a_74009_Timetable_-_2022-03,410,1,1,Oshawa Centre Terminal,100.0.1046829822_Timetable_-_2022-03,Sunday Minus,7994__74009_Timetable_-_2022-03,Southbound
b_14019_Timetable_--_2022-04,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_--_2022-04,Weekday,5516__14019_Timetable_--_2022-04,Northbound
a_72908_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Minus,9164__72908_Timetable_-_2022-03,Westbound
a_14027_Timetable_-_2022-03,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_-_2022-03,Saturday Plus,6432__14027_Timetable_-_2022-03,Westbound
a_72010_Timetable_-_2022-03,224,1,0,Taunton,100.0.1190313705_Timetable_-_2022-03,Sunday Minus,7683__72010_Timetable_-_2022-03,Eastbound
b_14912_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_--_2022-04,Weekday,5866__14912_Timetable_--_2022-04,Northbound
b_72007_Timetable_--_2022-04,224,1,0,Taunton,100.0.1190313705_Timetable_--_2022-04,Sunday,7239__72007_Timetable_--_2022-04,Eastbound
b_74011_Timetable_--_2022-04,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_--_2022-04,Sunday,7517__74011_Timetable_--_2022-04,Northbound
a_74902_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,100.0.11903131612_Timetable_-_2022-03,Sunday Minus,8953__74902_Timetable_-_2022-03,Northbound
b_64006_Timetable_--_2022-04,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_--_2022-04,Saturday,7667__64006_Timetable_--_2022-04,Northbound
b_62909_Timetable_--_2022-04,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_--_2022-04,Saturday,8571__62909_Timetable_--_2022-04,Eastbound
a_72012_Timetable_-_2022-03,916,1,1,Pickering Parkway Terminal,100.0.1046830329161_Timetable_-_2022-03,Sunday Minus,9292__72012_Timetable_-_2022-03,Westbound
b_62005_Timetable_--_2022-04,216,1,0,Taunton,100.0.1046828841_Timetable_--_2022-04,Saturday,7294__62005_Timetable_--_2022-04,Northbound
b_62003_Timetable_--_2022-04,120,1,1,Pickering Station,100.0.1046828734_Timetable_--_2022-04,Saturday,6917__62003_Timetable_--_2022-04,Southbound
b_3615_Timetable_--_2022-04,302,1,0,Brooklin,100.0.1433262811_Timetable_--_2022-04,Saturday,6579__3615_Timetable_--_2022-04,Northbound
a_62010_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Plus,7761__62010_Timetable_-_2022-03,Southbound
a_14008_Timetable_-_2022-03,902,1,1,B - Oshawa Centre Terminal,100.0.1152218522_Timetable_-_2022-03,Saturday Plus,6399__14008_Timetable_-_2022-03,Westbound
a_64013_Timetable_-_2022-03,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_-_2022-03,Sunday Plus,8404__64013_Timetable_-_2022-03,Eastbound
a_12901_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Saturday Plus,6508__12901_Timetable_-_2022-03,Westbound
b_14027_Timetable_--_2022-04,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_--_2022-04,Weekday,5689__14027_Timetable_--_2022-04,Northbound
a_72908_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Sunday Minus,9161__72908_Timetable_-_2022-03,Eastbound
a_12020_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Saturday Plus,5632__12020_Timetable_-_2022-03,Southbound
a_12027_Timetable_-_2022-03,916,1,1,Pickering Parkway Terminal,100.0.1046830329161_Timetable_-_2022-03,Saturday Plus,9691__12027_Timetable_-_2022-03,Westbound
a_72902_Timetable_-_2022-03,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_-_2022-03,Sunday Minus,8778__72902_Timetable_-_2022-03,Westbound
b_12017_Timetable_--_2022-04,110,1,1,Sunbird Trail,100.0.1263064131_Timetable_--_2022-04,Weekday,5179__12017_Timetable_--_2022-04,Westbound
b_72906_Timetable_--_2022-04,900,1,0,Oshawa,100.0.11903138911_Timetable_--_2022-04,Sunday,8220__72906_Timetable_--_2022-04,Eastbound
b_12024_Timetable_--_2022-04,216,1,0,Taunton,100.0.1046828841_Timetable_--_2022-04,Weekday,5340__12024_Timetable_--_2022-04,Northbound
b_74903_Timetable_--_2022-04,901,1,1,B - Oshawa Centre Terminal,100.0.1190313163_Timetable_--_2022-04,Sunday,8517__74903_Timetable_--_2022-04,Southbound
a_14903_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_-_2022-03,Saturday Plus,6261__14903_Timetable_-_2022-03,Northbound
a_72008_Timetable_-_2022-03,110,1,0,Pickering Parkway Terminal,100.0.1263064133_Timetable_-_2022-03,Sunday Minus,7598__72008_Timetable_-_2022-03,Eastbound
a_3140_Timetable_-_2022-03,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_-_2022-03,Saturday Plus,6704__3140_Timetable_-_2022-03,Eastbound
b_62009_Timetable_--_2022-04,120,1,1,Pickering Station,100.0.1046828734_Timetable_--_2022-04,Saturday,6939__62009_Timetable_--_2022-04,Southbound
b_3706_Timetable_--_2022-04,905,1,1,Whitby Station,100.0.1433264885_Timetable_--_2022-04,Sunday,6875__3706_Timetable_--_2022-04,Southbound
a_12011_Timetable_-_2022-03,916,1,0,Harmony Terminal,100.0.104683032916_Timetable_-_2022-03,Saturday Plus,6606__12011_Timetable_-_2022-03,Eastbound
a_12024_Timetable_-_2022-03,112,1,1,Pickering Parkway Terminal,100.0.1378733853_Timetable_-_2022-03,Saturday Plus,5527__12024_Timetable_-_2022-03,Southbound
a_72009_Timetable_-_2022-03,916,1,0,C - Harmony Terminal via Terrace Drive,100.0.1046830329164_Timetable_-_2022-03,Sunday Minus,9314__72009_Timetable_-_2022-03,Eastbound
b_72003_Timetable_--_2022-04,120,1,1,Pickering Station,100.0.1046828734_Timetable_--_2022-04,Sunday,7002__72003_Timetable_--_2022-04,Southbound
a_3126_Timetable_-_2022-03,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_-_2022-03,Saturday Plus,6686__3126_Timetable_-_2022-03,Eastbound
b_72008_Timetable_--_2022-04,916,1,0,C - Harmony Terminal via Terrace Drive,100.0.1046830329164_Timetable_--_2022-04,Sunday,8818__72008_Timetable_--_2022-04,Eastbound
a_62912_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Sunday Plus,9824__62912_Timetable_-_2022-03,Eastbound
b_14020_Timetable_--_2022-04,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_--_2022-04,Weekday,5633__14020_Timetable_--_2022-04,Northbound
a_72904_Timetable_-_2022-03,900,1,0,Oshawa,100.0.11903138911_Timetable_-_2022-03,Sunday Minus,8710__72904_Timetable_-_2022-03,Eastbound
b_3109_Timetable_--_2022-04,905,1,1,Whitby Station,100.0.1433264882_Timetable_--_2022-04,Weekday,6753__3109_Timetable_--_2022-04,Southbound
b_3120_Timetable_--_2022-04,392,1,0,B - Whitby Station,100.0.1433266344_Timetable_--_2022-04,Weekday,6688__3120_Timetable_--_2022-04,Eastbound
a_64018_Timetable_-_2022-03,902,1,1,B - Oshawa Centre Terminal,100.0.1152218522_Timetable_-_2022-03,Sunday Plus,9905__64018_Timetable_-_2022-03,Westbound
b_64013_Timetable_--_2022-04,407,1,1,Farewell & Raleigh,100.0.12969876711_Timetable_--_2022-04,Saturday,7670__64013_Timetable_--_2022-04,Southbound
b_14907_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,100.0.11903131612_Timetable_--_2022-04,Weekday,5834__14907_Timetable_--_2022-04,Northbound
a_64014_Timetable_-_2022-03,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_-_2022-03,Sunday Plus,8432__64014_Timetable_-_2022-03,Eastbound
b_12022_Timetable_--_2022-04,916,1,1,C - Pickering Parkway Terminal via Terrace Drive,100.0.1046830329163_Timetable_--_2022-04,Weekday,9124__12022_Timetable_--_2022-04,Westbound
b_14022_Timetable_--_2022-04,403,1,1,Oshawa Station,100.0.1046829271_Timetable_--_2022-04,Weekday,5541__14022_Timetable_--_2022-04,Southbound
a_14025_Timetable_-_2022-03,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_-_2022-03,Saturday Plus,6433__14025_Timetable_-_2022-03,Westbound
a_64018_Timetable_-_2022-03,411,1,0,Trulls & Highway  2,100.0.1393318752_Timetable_-_2022-03,Sunday Plus,9873__64018_Timetable_-_2022-03,Eastbound
b_12018_Timetable_--_2022-04,216,1,1,Ajax Station,100.0.1046828842_Timetable_--_2022-04,Weekday,5368__12018_Timetable_--_2022-04,Southbound
b_3135_Timetable_--_2022-04,302,1,0,A - Brooklin via Highway 407 Park and Ride,100.0.14332628113_Timetable_--_2022-04,Weekday,6524__3135_Timetable_--_2022-04,Northbound
b_62013_Timetable_--_2022-04,916,1,0,Harmony Terminal,100.0.104683032916_Timetable_--_2022-04,Saturday,8765__62013_Timetable_--_2022-04,Eastbound
a_12016_Timetable_-_2022-03,916,1,0,Harmony Terminal,100.0.104683032916_Timetable_-_2022-03,Saturday Plus,9606__12016_Timetable_-_2022-03,Eastbound
a_12009_Timetable_-_2022-03,916,1,1,Pickering Parkway Terminal,100.0.1046830329161_Timetable_-_2022-03,Saturday Plus,9701__12009_Timetable_-_2022-03,Westbound
a_12028_Timetable_-_2022-03,917,1,1,Pickering Parkway Terminal,100.0.1046831482_Timetable_-_2022-03,Saturday Plus,6647__12028_Timetable_-_2022-03,Westbound
b_62905_Timetable_--_2022-04,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_--_2022-04,Saturday,8151__62905_Timetable_--_2022-04,Westbound
a_72011_Timetable_-_2022-03,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_-_2022-03,Sunday Minus,6820__72011_Timetable_-_2022-03,Westbound
a_72011_Timetable_-_2022-03,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_-_2022-03,Sunday Minus,6857__72011_Timetable_-_2022-03,Eastbound
b_74001_Timetable_--_2022-04,411,1,1,Oshawa Centre Terminal,100.0.1304096544_Timetable_--_2022-04,Sunday,8059__74001_Timetable_--_2022-04,Westbound
a_14015_Timetable_-_2022-03,405,1,1,C - Oshawa Centre Terminal via Delpark Homes Centre,100.0.1046829424_Timetable_-_2022-03,Saturday Plus,5872__14015_Timetable_-_2022-03,Southbound
b_62908_Timetable_--_2022-04,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_--_2022-04,Saturday,8617__62908_Timetable_--_2022-04,Eastbound
a_62008_Timetable_-_2022-03,120,1,0,Sunbird Trail,100.0.1046828733_Timetable_-_2022-03,Sunday Plus,7450__62008_Timetable_-_2022-03,Northbound
b_14905_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_--_2022-04,Weekday,5847__14905_Timetable_--_2022-04,Northbound
a_12901_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Saturday Plus,6514__12901_Timetable_-_2022-03,Westbound
b_62005_Timetable_--_2022-04,216,1,0,Taunton,100.0.1046828841_Timetable_--_2022-04,Saturday,7259__62005_Timetable_--_2022-04,Northbound
b_12911_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Weekday,6074__12911_Timetable_--_2022-04,Westbound
b_62904_Timetable_--_2022-04,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_--_2022-04,Saturday,8143__62904_Timetable_--_2022-04,Westbound
a_62908_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Plus,9068__62908_Timetable_-_2022-03,Westbound
b_62911_Timetable_--_2022-04,N1,1,1,Centennial Circle,100.0.1306700972_Timetable_--_2022-04,Saturday,9177__62911_Timetable_--_2022-04,Westbound
b_64012_Timetable_--_2022-04,407,1,1,A - Farewell & Raleigh via Colonel Sam Drive,100.0.1046829532_Timetable_--_2022-04,Saturday,7693__64012_Timetable_--_2022-04,Southbound
a_14021_Timetable_-_2022-03,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_-_2022-03,Saturday Plus,5784__14021_Timetable_-_2022-03,Northbound
b_74007_Timetable_--_2022-04,405,1,1,Oshawa Centre Terminal,100.0.1046829422_Timetable_--_2022-04,Sunday,7586__74007_Timetable_--_2022-04,Southbound
b_62010_Timetable_--_2022-04,216,1,1,Ajax Station,100.0.1046828842_Timetable_--_2022-04,Saturday,7282__62010_Timetable_--_2022-04,Southbound
b_12027_Timetable_--_2022-04,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_--_2022-04,Weekday,6242__12027_Timetable_--_2022-04,Eastbound
a_64005_Timetable_-_2022-03,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_-_2022-03,Sunday Plus,8201__64005_Timetable_-_2022-03,Northbound
b_64008_Timetable_--_2022-04,407,1,0,C - Harmony Terminal via Nonquon,100.0.1046829531_Timetable_--_2022-04,Saturday,7692__64008_Timetable_--_2022-04,Northbound
b_72009_Timetable_--_2022-04,110,1,0,Pickering Parkway Terminal,100.0.1263064133_Timetable_--_2022-04,Sunday,7076__72009_Timetable_--_2022-04,Eastbound
a_64007_Timetable_-_2022-03,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_-_2022-03,Sunday Plus,8177__64007_Timetable_-_2022-03,Northbound
a_12017_Timetable_-_2022-03,916,1,0,C - Harmony Terminal via Terrace Drive,100.0.1046830329164_Timetable_-_2022-03,Saturday Plus,6615__12017_Timetable_-_2022-03,Eastbound
b_14026_Timetable_--_2022-04,405,1,1,C - Oshawa Centre Terminal via Delpark Homes Centre,100.0.1046829424_Timetable_--_2022-04,Weekday,5598__14026_Timetable_--_2022-04,Southbound
b_14805_Timetable_--_2022-04,900,1,0,Oshawa,100.0.995817755_Timetable_--_2022-04,Weekday,8929__14805_Timetable_--_2022-04,Eastbound
a_14009_Timetable_-_2022-03,411,1,0,Trulls & Highway  2,100.0.1393318752_Timetable_-_2022-03,Saturday Plus,6067__14009_Timetable_-_2022-03,Eastbound
b_3602_Timetable_--_2022-04,905,1,1,Whitby Station,100.0.1433264885_Timetable_--_2022-04,Saturday,6805__3602_Timetable_--_2022-04,Southbound
b_72901_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Sunday,9360__72901_Timetable_--_2022-04,Westbound
b_62007_Timetable_--_2022-04,216,1,1,Ajax Station,100.0.1046828842_Timetable_--_2022-04,Saturday,7272__62007_Timetable_--_2022-04,Southbound
b_64017_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Saturday,7958__64017_Timetable_--_2022-04,Eastbound
b_72006_Timetable_--_2022-04,224,1,1,Ajax Station,100.0.1046832382_Timetable_--_2022-04,Sunday,7218__72006_Timetable_--_2022-04,Westbound
