block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,direction_name
b_72904_Timetable_--_2022-04,900,1,0,Oshawa,100.0.11903138911_Timetable_--_2022-04,Sunday,8265__72904_Timetable_--_2022-04,Eastbound
a_14023_Timetable_-_2022-03,403,1,1,Oshawa Station,100.0.1046829271_Timetable_-_2022-03,Saturday Plus,5804__14023_Timetable_-_2022-03,Southbound
a_14905_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_-_2022-03,Saturday Plus,6271__14905_Timetable_-_2022-03,Northbound
a_3611_Timetable_-_2022-03,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_-_2022-03,Sunday Plus,6739__3611_Timetable_-_2022-03,Eastbound
b_74011_Timetable_--_2022-04,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_--_2022-04,Sunday,7773__74011_Timetable_--_2022-04,Northbound
a_14021_Timetable_-_2022-03,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_-_2022-03,Saturday Plus,6001__14021_Timetable_-_2022-03,Northbound
a_64908_Timetable_-_2022-03,900,1,0,Oshawa,100.0.995817755_Timetable_-_2022-03,Sunday Plus,8584__64908_Timetable_-_2022-03,Eastbound
a_12901_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Saturday Plus,6523__12901_Timetable_-_2022-03,Eastbound
a_74009_Timetable_-_2022-03,407,1,0,C - Harmony Terminal via Nonquon,100.0.1046829531_Timetable_-_2022-03,Sunday Minus,8232__74009_Timetable_-_2022-03,Northbound
b_14911_Timetable_--_2022-04,N2,1,1,Simcoe & Wentworth,100.0.1306863958_Timetable_--_2022-04,Weekday,9442__14911_Timetable_--_2022-04,Southbound
a_62005_Timetable_-_2022-03,216,1,0,Taunton,100.0.1046828841_Timetable_-_2022-03,Sunday Plus,7780__62005_Timetable_-_2022-03,Northbound
b_74905_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_--_2022-04,Sunday,8520__74905_Timetable_--_2022-04,Northbound
b_72905_Timetable_--_2022-04,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_--_2022-04,Sunday,8280__72905_Timetable_--_2022-04,Westbound
a_62007_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Plus,7787__62007_Timetable_-_2022-03,Southbound
b_64013_Timetable_--_2022-04,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_--_2022-04,Saturday,7536__64013_Timetable_--_2022-04,Northbound
a_12906_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Saturday Plus,9423__12906_Timetable_-_2022-03,Eastbound
b_14031_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Weekday,5990__14031_Timetable_--_2022-04,Eastbound
a_3129_Timetable_-_2022-03,905,1,1,Whitby Station,100.0.1433264885_Timetable_-_2022-03,Saturday Plus,7238__3129_Timetable_-_2022-03,Southbound
b_12911_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Weekday,6068__12911_Timetable_--_2022-04,Westbound
b_74007_Timetable_--_2022-04,405,1,1,C - Oshawa Centre Terminal via Delpark Homes Centre,100.0.1046829424_Timetable_--_2022-04,Sunday,7640__74007_Timetable_--_2022-04,Southbound
b_14904_Timetable_--_2022-04,901,1,1,Lakeview Park,2.0.12015905_Timetable_--_2022-04,Weekday,5883__14904_Timetable_--_2022-04,Southbound
a_12015_Timetable_-_2022-03,103,1,1,Pine Grove Avenue,100.0.1383072901_Timetable_-_2022-03,Saturday Plus,5376__12015_Timetable_-_2022-03,Westbound
a_72912_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Minus,9918__72912_Timetable_-_2022-03,Westbound
b_14024_Timetable_--_2022-04,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_--_2022-04,Weekday,5729__14024_Timetable_--_2022-04,Northbound
a_72011_Timetable_-_2022-03,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_-_2022-03,Sunday Minus,6860__72011_Timetable_-_2022-03,Westbound
a_12904_Timetable_-_2022-03,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_-_2022-03,Saturday Plus,9575__12904_Timetable_-_2022-03,Westbound
a_14023_Timetable_-_2022-03,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_-_2022-03,Saturday Plus,5763__14023_Timetable_-_2022-03,Northbound
b_14903_Timetable_--_2022-04,901,1,1,B - Oshawa Centre Terminal,100.0.1190313163_Timetable_--_2022-04,Weekday,5928__14903_Timetable_--_2022-04,Southbound
b_14031_Timetable_--_2022-04,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_--_2022-04,Weekday,5980__14031_Timetable_--_2022-04,Westbound
a_64017_Timetable_-_2022-03,902,1,1,B - Oshawa Centre Terminal,100.0.1152218522_Timetable_-_2022-03,Sunday Plus,9898__64017_Timetable_-_2022-03,Westbound
a_74911_Timetable_-_2022-03,N2,1,1,Simcoe & Wentworth,100.0.1306863958_Timetable_-_2022-03,Sunday Minus,9343__74911_Timetable_-_2022-03,Southbound
a_62010_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Plus,7785__62010_Timetable_-_2022-03,Southbound
b_64012_Timetable_--_2022-04,405,1,1,Oshawa Centre Terminal,100.0.1046829422_Timetable_--_2022-04,Saturday,7529__64012_Timetable_--_2022-04,Southbound
a_14023_Timetable_-_2022-03,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_-_2022-03,Saturday Plus,5772__14023_Timetable_-_2022-03,Northbound
b_3110_Timetable_--_2022-04,302,1,1,B - Whitby Station via Highway 407 Park and Ride,100.0.14332628111_Timetable_--_2022-04,Weekday,6447__3110_Timetable_--_2022-04,Southbound
b_3622_Timetable_--_2022-04,905,1,0,B - Uxbridge via Port Perry,100.0.1433264881_Timetable_--_2022-04,Saturday,6842__3622_Timetable_--_2022-04,Northbound
b_74008_Timetable_--_2022-04,403,1,1,Oshawa Station,100.0.1046829271_Timetable_--_2022-04,Sunday,7848__74008_Timetable_--_2022-04,Southbound
a_72010_Timetable_-_2022-03,224,1,0,Taunton,100.0.1190313705_Timetable_-_2022-03,Sunday Minus,7715__72010_Timetable_-_2022-03,Eastbound
a_72007_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Minus,7830__72007_Timetable_-_2022-03,Southbound
a_74910_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,100.0.11903131612_Timetable_-_2022-03,Sunday Minus,8969__74910_Timetable_-_2022-03,Northbound
a_14017_Timetable_-_2022-03,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_-_2022-03,Saturday Plus,5943__14017_Timetable_-_2022-03,Northbound
b_72910_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Sunday,8654__72910_Timetable_--_2022-04,Westbound
a_62906_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Sunday Plus,9067__62906_Timetable_-_2022-03,Eastbound
b_12912_Timetable_--_2022-04,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_--_2022-04,Weekday,8895__12912_Timetable_--_2022-04,Eastbound
a_72906_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Minus,9178__72906_Timetable_-_2022-03,Westbound
a_74911_Timetable_-_2022-03,901,1,1,Lakeview Park,2.0.12015905_Timetable_-_2022-03,Sunday Minus,8945__74911_Timetable_-_2022-03,Southbound
a_74014_Timetable_-_2022-03,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_-_2022-03,Sunday Minus,8520__74014_Timetable_-_2022-03,Westbound
a_72906_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Minus,9184__72906_Timetable_-_2022-03,Westbound
a_74013_Timetable_-_2022-03,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_-_2022-03,Sunday Minus,8505__74013_Timetable_-_2022-03,Eastbound
b_3132_Timetable_--_2022-04,392,1,0,Oshawa Centre Terminal,100.0.1433266342_Timetable_--_2022-04,Weekday,6702__3132_Timetable_--_2022-04,Eastbound
a_12024_Timetable_-_2022-03,120,1,0,Sunbird Trail,100.0.1046828733_Timetable_-_2022-03,Saturday Plus,5571__12024_Timetable_-_2022-03,Northbound
b_3718_Timetable_--_2022-04,905,1,1,Whitby Station,100.0.1433264885_Timetable_--_2022-04,Sunday,6887__3718_Timetable_--_2022-04,Southbound
a_14018_Timetable_-_2022-03,410,1,1,Oshawa Centre Terminal,100.0.1046829822_Timetable_-_2022-03,Saturday Plus,5994__14018_Timetable_-_2022-03,Southbound
b_12022_Timetable_--_2022-04,103,1,1,Pine Grove Avenue,100.0.1383072901_Timetable_--_2022-04,Weekday,5120__12022_Timetable_--_2022-04,Westbound
a_72009_Timetable_-_2022-03,110,1,1,Sunbird Trail,100.0.1263064131_Timetable_-_2022-03,Sunday Minus,7563__72009_Timetable_-_2022-03,Westbound
b_12907_Timetable_--_2022-04,900,1,0,Oshawa,100.0.11903138911_Timetable_--_2022-04,Weekday,8980__12907_Timetable_--_2022-04,Eastbound
a_72007_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Minus,7834__72007_Timetable_-_2022-03,Southbound
b_62008_Timetable_--_2022-04,110,1,1,Sunbird Trail,100.0.1263064131_Timetable_--_2022-04,Saturday,7056__62008_Timetable_--_2022-04,Westbound
a_62007_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Plus,7735__62007_Timetable_-_2022-03,Southbound
b_64014_Timetable_--_2022-04,407,1,0,Harmony Terminal,100.0.1046829536_Timetable_--_2022-04,Saturday,7671__64014_Timetable_--_2022-04,Northbound
a_62908_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Plus,9116__62908_Timetable_-_2022-03,Westbound
b_3121_Timetable_--_2022-04,905,1,1,Whitby Station,100.0.1433264882_Timetable_--_2022-04,Weekday,6735__3121_Timetable_--_2022-04,Southbound
b_62910_Timetable_--_2022-04,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_--_2022-04,Saturday,8609__62910_Timetable_--_2022-04,Eastbound
b_74014_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Sunday,7987__74014_Timetable_--_2022-04,Eastbound
b_3718_Timetable_--_2022-04,302,1,0,Brooklin,100.0.1433262811_Timetable_--_2022-04,Sunday,6661__3718_Timetable_--_2022-04,Northbound
b_3619_Timetable_--_2022-04,917,1,0,Oshawa Centre Terminal,100.0.1046831486_Timetable_--_2022-04,Saturday,6321__3619_Timetable_--_2022-04,Eastbound
b_74006_Timetable_--_2022-04,403,1,1,Oshawa Station,100.0.1046829271_Timetable_--_2022-04,Sunday,7864__74006_Timetable_--_2022-04,Southbound
a_74011_Timetable_-_2022-03,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_-_2022-03,Sunday Minus,7949__74011_Timetable_-_2022-03,Northbound
b_72010_Timetable_--_2022-04,224,1,0,Taunton,100.0.1190313705_Timetable_--_2022-04,Sunday,7229__72010_Timetable_--_2022-04,Eastbound
b_14801_Timetable_--_2022-04,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_--_2022-04,Weekday,9039__14801_Timetable_--_2022-04,Westbound
a_74014_Timetable_-_2022-03,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_-_2022-03,Sunday Minus,8496__74014_Timetable_-_2022-03,Westbound
a_64003_Timetable_-_2022-03,407,1,1,Farewell & Raleigh,100.0.12969876711_Timetable_-_2022-03,Sunday Plus,8172__64003_Timetable_-_2022-03,Southbound
b_72904_Timetable_--_2022-04,900,1,0,Oshawa,100.0.11903138911_Timetable_--_2022-04,Sunday,8312__72904_Timetable_--_2022-04,Eastbound
b_14804_Timetable_--_2022-04,900,1,1,Scarborough,100.0.995817752_Timetable_--_2022-04,Weekday,9012__14804_Timetable_--_2022-04,Westbound
a_64006_Timetable_-_2022-03,410,1,1,Oshawa Centre Terminal,100.0.1046829822_Timetable_-_2022-03,Sunday Plus,7896__64006_Timetable_-_2022-03,Southbound
b_3608_Timetable_--_2022-04,302,1,0,Brooklin,100.0.1433262811_Timetable_--_2022-04,Saturday,6581__3608_Timetable_--_2022-04,Northbound
a_64005_Timetable_-_2022-03,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_-_2022-03,Sunday Plus,8010__64005_Timetable_-_2022-03,Northbound
a_14015_Timetable_-_2022-03,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_-_2022-03,Saturday Plus,5865__14015_Timetable_-_2022-03,Northbound
b_3601_Timetable_--_2022-04,302,1,1,Whitby Station,100.0.1433262815_Timetable_--_2022-04,Saturday,6542__3601_Timetable_--_2022-04,Southbound
b_74014_Timetable_--_2022-04,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_--_2022-04,Sunday,8030__74014_Timetable_--_2022-04,Westbound
b_3140_Timetable_--_2022-04,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_--_2022-04,Weekday,6243__3140_Timetable_--_2022-04,Westbound
a_72005_Timetable_-_2022-03,216,1,0,Taunton,100.0.1046828841_Timetable_-_2022-03,Sunday Minus,7833__72005_Timetable_-_2022-03,Northbound
a_64019_Timetable_-_2022-03,411,1,1,Oshawa Centre Terminal,100.0.1393318751_Timetable_-_2022-03,Sunday Plus,9853__64019_Timetable_-_2022-03,Westbound
b_3604_Timetable_--_2022-04,302,1,0,Brooklin,100.0.1433262811_Timetable_--_2022-04,Saturday,6553__3604_Timetable_--_2022-04,Northbound
a_14905_Timetable_-_2022-03,901,1,1,B - Oshawa Centre Terminal,100.0.1190313163_Timetable_-_2022-03,Saturday Plus,6358__14905_Timetable_-_2022-03,Southbound
b_3129_Timetable_--_2022-04,905,1,1,Whitby Station,100.0.1433264882_Timetable_--_2022-04,Weekday,6765__3129_Timetable_--_2022-04,Southbound
a_12920_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Saturday Plus,9790__12920_Timetable_-_2022-03,Eastbound
b_64016_Timetable_--_2022-04,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_--_2022-04,Saturday,7962__64016_Timetable_--_2022-04,Eastbound
b_12028_Timetable_--_2022-04,120,1,1,Pickering Station,100.0.1046828734_Timetable_--_2022-04,Weekday,5317__12028_Timetable_--_2022-04,Southbound
b_64902_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_--_2022-04,Saturday,8346__64902_Timetable_--_2022-04,Northbound
b_3102_Timetable_--_2022-04,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_--_2022-04,Weekday,6201__3102_Timetable_--_2022-04,Westbound
a_12025_Timetable_-_2022-03,224,1,1,Ajax Station,100.0.1046832382_Timetable_-_2022-03,Saturday Plus,5677__12025_Timetable_-_2022-03,Westbound
b_72010_Timetable_--_2022-04,224,1,0,Taunton,100.0.1190313705_Timetable_--_2022-04,Sunday,7201__72010_Timetable_--_2022-04,Eastbound
a_72906_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Sunday Minus,9160__72906_Timetable_-_2022-03,Westbound
a_74913_Timetable_-_2022-03,N1,1,1,Centennial Circle,100.0.1306700972_Timetable_-_2022-03,Sunday Minus,9741__74913_Timetable_-_2022-03,Westbound
a_74905_Timetable_-_2022-03,900,1,1,Scarborough,100.0.995817752_Timetable_-_2022-03,Sunday Minus,8728__74905_Timetable_-_2022-03,Westbound
a_62010_Timetable_-_2022-03,216,1,1,Ajax Station,100.0.1046828842_Timetable_-_2022-03,Sunday Plus,7793__62010_Timetable_-_2022-03,Southbound
a_62006_Timetable_-_2022-03,224,1,1,Ajax Station,100.0.1046832382_Timetable_-_2022-03,Sunday Plus,7618__62006_Timetable_-_2022-03,Westbound
b_72003_Timetable_--_2022-04,120,1,0,Sunbird Trail,100.0.1046828733_Timetable_--_2022-04,Sunday,6979__72003_Timetable_--_2022-04,Northbound
b_74001_Timetable_--_2022-04,411,1,1,Oshawa Centre Terminal,100.0.1304096544_Timetable_--_2022-04,Sunday,8049__74001_Timetable_--_2022-04,Westbound
b_64017_Timetable_--_2022-04,902,1,1,A - Oshawa Station via Oshawa Centre Terminal,100.0.1152218524_Timetable_--_2022-04,Saturday,7929__64017_Timetable_--_2022-04,Westbound
a_14010_Timetable_-_2022-03,411,1,0,Trulls & Highway  2,100.0.1393318752_Timetable_-_2022-03,Saturday Plus,6029__14010_Timetable_-_2022-03,Eastbound
a_74910_Timetable_-_2022-03,901,1,1,S - Wentworth,100.0.510115508_Timetable_-_2022-03,Sunday Minus,9051__74910_Timetable_-_2022-03,Southbound
a_14909_Timetable_-_2022-03,901,1,1,Lakeview Park,2.0.12015905_Timetable_-_2022-03,Saturday Plus,6359__14909_Timetable_-_2022-03,Southbound
a_14021_Timetable_-_2022-03,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_-_2022-03,Saturday Plus,5861__14021_Timetable_-_2022-03,Northbound
a_74903_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,100.0.11903131612_Timetable_-_2022-03,Sunday Minus,8977__74903_Timetable_-_2022-03,Northbound
a_12016_Timetable_-_2022-03,103,1,0,Pickering Parkway Terminal,100.0.1383072902_Timetable_-_2022-03,Saturday Plus,5411__12016_Timetable_-_2022-03,Eastbound
a_12914_Timetable_-_2022-03,915,1,1,Ajax Station,100.0.1046830191_Timetable_-_2022-03,Saturday Plus,6532__12914_Timetable_-_2022-03,Westbound
b_64906_Timetable_--_2022-04,901,1,0,Ontario Tech/Durham College North Campus,100.0.11903131612_Timetable_--_2022-04,Saturday,9494__64906_Timetable_--_2022-04,Northbound
a_72010_Timetable_-_2022-03,224,1,0,Taunton,100.0.1190313705_Timetable_-_2022-03,Sunday Minus,7723__72010_Timetable_-_2022-03,Eastbound
a_62007_Timetable_-_2022-03,224,1,0,Taunton,100.0.1190313705_Timetable_-_2022-03,Sunday Plus,7635__62007_Timetable_-_2022-03,Eastbound
b_62005_Timetable_--_2022-04,216,1,0,Taunton,100.0.1046828841_Timetable_--_2022-04,Saturday,7279__62005_Timetable_--_2022-04,Northbound
b_3614_Timetable_--_2022-04,302,1,1,Whitby Station,100.0.1433262815_Timetable_--_2022-04,Saturday,6564__3614_Timetable_--_2022-04,Southbound
b_62010_Timetable_--_2022-04,224,1,0,Taunton,100.0.1190313705_Timetable_--_2022-04,Saturday,7139__62010_Timetable_--_2022-04,Eastbound
b_3703_Timetable_--_2022-04,905,1,0,A - Harmony Terminal,100.0.1433264883_Timetable_--_2022-04,Sunday,6853__3703_Timetable_--_2022-04,Northbound
b_74006_Timetable_--_2022-04,410,1,1,Oshawa Centre Terminal,100.0.1046829822_Timetable_--_2022-04,Sunday,7472__74006_Timetable_--_2022-04,Southbound
a_72008_Timetable_-_2022-03,120,1,0,Sunbird Trail,100.0.1046828733_Timetable_-_2022-03,Sunday Minus,7487__72008_Timetable_-_2022-03,Northbound
a_12910_Timetable_-_2022-03,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_-_2022-03,Saturday Plus,9593__12910_Timetable_-_2022-03,Westbound
b_74912_Timetable_--_2022-04,N2,1,1,Simcoe & Wentworth,100.0.1306863958_Timetable_--_2022-04,Sunday,9451__74912_Timetable_--_2022-04,Southbound
b_14003_Timetable_--_2022-04,920,1,0,Harmony Terminal,100.0.15478202611_Timetable_--_2022-04,Weekday,9419__14003_Timetable_--_2022-04,Eastbound
a_74011_Timetable_-_2022-03,403,1,0,Oshawa Centre Terminal,100.0.1046829277_Timetable_-_2022-03,Sunday Minus,8347__74011_Timetable_-_2022-03,Northbound
b_12012_Timetable_--_2022-04,916,1,0,Harmony Terminal,100.0.104683032916_Timetable_--_2022-04,Weekday,6183__12012_Timetable_--_2022-04,Eastbound
a_14801_Timetable_-_2022-03,900,1,0,Oshawa,100.0.11903138911_Timetable_-_2022-03,Saturday Plus,9480__14801_Timetable_-_2022-03,Eastbound
b_64912_Timetable_--_2022-04,N2,1,1,Simcoe & Wentworth,100.0.1306863958_Timetable_--_2022-04,Saturday,9447__64912_Timetable_--_2022-04,Southbound
a_12020_Timetable_-_2022-03,224,1,0,Taunton,100.0.1190313705_Timetable_-_2022-03,Saturday Plus,5712__12020_Timetable_-_2022-03,Eastbound
a_14011_Timetable_-_2022-03,411,1,1,Oshawa Centre Terminal,100.0.1393318751_Timetable_-_2022-03,Saturday Plus,6044__14011_Timetable_-_2022-03,Westbound
b_64912_Timetable_--_2022-04,901,1,1,Lakeview Park,2.0.12015905_Timetable_--_2022-04,Saturday,8441__64912_Timetable_--_2022-04,Southbound
b_3612_Timetable_--_2022-04,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_--_2022-04,Saturday,6300__3612_Timetable_--_2022-04,Westbound
a_14909_Timetable_-_2022-03,901,1,0,Ontario Tech/Durham College North Campus,2.0.12015901_Timetable_-_2022-03,Saturday Plus,6258__14909_Timetable_-_2022-03,Northbound
a_64903_Timetable_-_2022-03,901,1,1,Lakeview Park,2.0.12015905_Timetable_-_2022-03,Sunday Plus,8888__64903_Timetable_-_2022-03,Southbound
a_14003_Timetable_-_2022-03,920,1,1,Pickering Parkway Terminal,100.0.1304096954_Timetable_-_2022-03,Saturday Plus,9382__14003_Timetable_-_2022-03,Westbound
b_64907_Timetable_--_2022-04,900,1,1,Scarborough,100.0.995817752_Timetable_--_2022-04,Saturday,8193__64907_Timetable_--_2022-04,Westbound
b_12012_Timetable_--_2022-04,916,1,1,C - Pickering Parkway Terminal via Terrace Drive,100.0.1046830329163_Timetable_--_2022-04,Weekday,9107__12012_Timetable_--_2022-04,Westbound
b_74003_Timetable_--_2022-04,410,1,0,Harmony Terminal,100.0.1046829821_Timetable_--_2022-04,Sunday,7473__74003_Timetable_--_2022-04,Northbound
b_62011_Timetable_--_2022-04,917,1,1,Pickering Parkway Terminal,100.0.1046831481_Timetable_--_2022-04,Saturday,6296__62011_Timetable_--_2022-04,Westbound
b_74001_Timetable_--_2022-04,411,1,1,Oshawa Centre Terminal,100.0.1304096544_Timetable_--_2022-04,Sunday,8063__74001_Timetable_--_2022-04,Westbound
b_14024_Timetable_--_2022-04,410,1,1,Oshawa Centre Terminal,100.0.1046829822_Timetable_--_2022-04,Weekday,5750__14024_Timetable_--_2022-04,Southbound
b_72009_Timetable_--_2022-04,916,1,1,C - Pickering Parkway Terminal via Terrace Drive,100.0.1046830329163_Timetable_--_2022-04,Sunday,8802__72009_Timetable_--_2022-04,Westbound
b_12018_Timetable_--_2022-04,216,1,1,Ajax Station,100.0.1046828842_Timetable_--_2022-04,Weekday,5392__12018_Timetable_--_2022-04,Southbound
a_14803_Timetable_-_2022-03,900,1,0,Oshawa,100.0.11903138911_Timetable_-_2022-03,Saturday Plus,9469__14803_Timetable_-_2022-03,Eastbound
b_62005_Timetable_--_2022-04,224,1,1,Ajax Station,100.0.1046832382_Timetable_--_2022-04,Saturday,7118__62005_Timetable_--_2022-04,Westbound
b_72005_Timetable_--_2022-04,216,1,0,Taunton,100.0.1046828841_Timetable_--_2022-04,Sunday,7343__72005_Timetable_--_2022-04,Northbound
b_72904_Timetable_--_2022-04,900,1,1,B - Pickering Town Centre,100.0.11522189610_Timetable_--_2022-04,Sunday,8321__72904_Timetable_--_2022-04,Westbound
a_12010_Timetable_-_2022-03,920,1,0,Ontario Tech/Durham College North Campus,100.0.1304096953_Timetable_-_2022-03,Saturday Plus,9396__12010_Timetable_-_2022-03,Eastbound
a_74004_Timetable_-_2022-03,405,1,0,Harmony Terminal,100.0.1046829421_Timetable_-_2022-03,Sunday Minus,8079__74004_Timetable_-_2022-03,Northbound
a_72003_Timetable_-_2022-03,110,1,0,Pickering Parkway Terminal,100.0.1263064133_Timetable_-_2022-03,Sunday Minus,7580__72003_Timetable_-_2022-03,Eastbound
b_14012_Timetable_--_2022-04,411,1,1,Oshawa Centre Terminal,100.0.1393318751_Timetable_--_2022-04,Weekday,5768__14012_Timetable_--_2022-04,Westbound
b_72004_Timetable_--_2022-04,110,1,1,Sunbird Trail,100.0.1263064131_Timetable_--_2022-04,Sunday,7101__72004_Timetable_--_2022-04,Westbound
a_64005_Timetable_-_2022-03,403,1,1,Oshawa Station,100.0.1046829271_Timetable_-_2022-03,Sunday Plus,8285__64005_Timetable_-_2022-03,Southbound
a_3125_Timetable_-_2022-03,905,1,1,Whitby Station,100.0.1433264885_Timetable_-_2022-03,Saturday Plus,7220__3125_Timetable_-_2022-03,Southbound
b_62903_Timetable_--_2022-04,915,1,1,Ajax Station,100.0.1046830191_Timetable_--_2022-04,Saturday,9258__62903_Timetable_--_2022-04,Westbound
a_72012_Timetable_-_2022-03,110,1,0,Pickering Parkway Terminal,100.0.1263064133_Timetable_-_2022-03,Sunday Minus,7576__72012_Timetable_-_2022-03,Eastbound
b_14038_Timetable_--_2022-04,502,1,1,Prince William Boulevard,100.0.1586484541_Timetable_--_2022-04,Weekday,9522__14038_Timetable_--_2022-04,Westbound
b_3129_Timetable_--_2022-04,302,1,1,B - Whitby Station via Highway 407 Park and Ride,100.0.1433262819_Timetable_--_2022-04,Weekday,6494__3129_Timetable_--_2022-04,Southbound
a_64913_Timetable_-_2022-03,N1,1,1,Centennial Circle,100.0.1306700972_Timetable_-_2022-03,Sunday Plus,9718__64913_Timetable_-_2022-03,Westbound
a_3116_Timetable_-_2022-03,302,1,1,A - Whitby Station via Highway 407 Park and Ride,100.0.14332628115_Timetable_-_2022-03,Saturday Plus,6999__3116_Timetable_-_2022-03,Southbound
a_72006_Timetable_-_2022-03,224,1,1,Ajax Station,100.0.1046832382_Timetable_-_2022-03,Sunday Minus,7676__72006_Timetable_-_2022-03,Westbound
a_62913_Timetable_-_2022-03,915,1,0,Harmony Terminal,100.0.1046830199_Timetable_-_2022-03,Sunday Plus,9828__62913_Timetable_-_2022-03,Eastbound
a_74015_Timetable_-_2022-03,902,1,0,A - Simpson Avenue via Oshawa Centre Terminal,100.0.11522185210_Timetable_-_2022-03,Sunday Minus,8503__74015_Timetable_-_2022-03,Eastbound
b_72913_Timetable_--_2022-04,N1,1,1,Centennial Circle,100.0.1306700972_Timetable_--_2022-04,Sunday,9202__72913_Timetable_--_2022-04,Westbound
a_12025_Timetable_-_2022-03,216,1,0,Taunton,100.0.1046828841_Timetable_-_2022-03,Saturday Plus,5649__12025_Timetable_-_2022-03,Northbound
a_62001_Timetable_-_2022-03,291,1,1,S - Harwood & Clements,100.0.1046828958_Timetable_-_2022-03,Sunday Plus,7869__62001_Timetable_-_2022-03,Westbound
a_74006_Timetable_-_2022-03,403,1,1,Oshawa Station,100.0.1046829271_Timetable_-_2022-03,Sunday Minus,8336__74006_Timetable_-_2022-03,Southbound
b_14018_Timetable_--_2022-04,920,1,1,McCowan Station,100.0.15478202610_Timetable_--_2022-04,Weekday,9400__14018_Timetable_--_2022-04,Westbound
